target_gene,guide_id,accession,locus,ORF_ID,Best_Hit_ARO,ARO,Drug Class,Resistance Mechanism,AMR Gene Family,Model_type,Cut_Off,Best_Identities,Percentage Length of Reference Sequence
mecA,mecA_riskaware_top1,GCF_000775955.1,NZ_CP009461.1:521207-522601:-,mecA|mecA_riskaware_top1|GCF_000775955.1|NZ_CP009461.1:521207-522601:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=849_1 # 1 # 1395 # 1 # ID=849_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.579,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000775955.1,NZ_CP009461.1:1044061-1045497:+,mecA|mecA_riskaware_top1|GCF_000775955.1|NZ_CP009461.1:1044061-1045497:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=852_1 # 1 # 1437 # 1 # ID=852_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.572,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000775955.1,NZ_CP009461.1:2018024-2019184:-,mecA|mecA_riskaware_top1|GCF_000775955.1|NZ_CP009461.1:2018024-2019184:-|gene=nan|product=MFS_transporter|record=858_1 # 1 # 1161 # 1 # ID=858_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.594,mdtG,3001329,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.42,94.61
mecA,mecA_riskaware_top1,GCF_000775955.1,NZ_CP009461.1:3494470-3495897:+,mecA|mecA_riskaware_top1|GCF_000775955.1|NZ_CP009461.1:3494470-3495897:+|gene=nan|product=MFS_transporter|record=864_1 # 1 # 1428 # 1 # ID=864_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.658,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_4 # 4264 # 4737 # 1 # ID=874_4;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.460,dfrA14,3002859,diaminopyrimidine antibiotic,antibiotic target replacement,trimethoprim resistant dihydrofolate reductase dfr,protein homolog model,Perfect,100.0,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_33 # 28240 # 29121 # -1 # ID=874_33;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.615,KPC-2,3002312,monobactam; carbapenem; cephalosporin; penicillin beta-lactam,antibiotic inactivation,KPC beta-lactamase,protein homolog model,Perfect,100.0,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_40 # 38125 # 38730 # 1 # ID=874_40;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.530,AAC(6')-Ib9,3002580,aminoglycoside antibiotic,antibiotic inactivation,AAC(6'),protein homolog model,Strict,98.97,99.01
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_41 # 38812 # 39588 # 1 # ID=874_41;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.530,aadA,3002601,aminoglycoside antibiotic,antibiotic inactivation,ANT(3''),protein homolog model,Strict,99.23,98.1
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_42 # 39648 # 40472 # 1 # ID=874_42;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.495,OXA-9,3001404,penicillin beta-lactam,antibiotic inactivation,OXA beta-lactamase; OXA-9-like beta-lactamase,protein homolog model,Perfect,100.0,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_44 # 41172 # 42032 # 1 # ID=874_44;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.494,TEM-1,3000873,monobactam; cephalosporin; penicillin beta-lactam,antibiotic inactivation,TEM beta-lactamase,protein homolog model,Perfect,100.0,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_46 # 43505 # 43960 # -1 # ID=874_46;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.607,golS,3000504,monobactam; carbapenem; cephalosporin; penicillin beta-lactam; phenicol antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,30.71,98.05
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_58 # 53395 # 54231 # -1 # ID=874_58;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559,APH(6)-Id,3002660,aminoglycoside antibiotic,antibiotic inactivation,APH(6),protein homolog model,Strict,99.64,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_59 # 54231 # 55034 # -1 # ID=874_59;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562,APH(3'')-Ib,3002639,aminoglycoside antibiotic,antibiotic inactivation,APH(3''),protein homolog model,Strict,99.63,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009862.1:1-80186:+,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009862.1:1-80186:+|gene=nan|product=nan|record=874_60 # 55095 # 55910 # -1 # ID=874_60;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.609,sul2,3000412,sulfonamide antibiotic,antibiotic target replacement,sulfonamide resistant sul,protein homolog model,Perfect,100.0,100.0
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009859.1:1923374-1924543:-,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009859.1:1923374-1924543:-|gene=ydhP|product=MFS_transporter|record=880_1 # 1 # 1170 # 1 # ID=880_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.538,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000784925.1,NZ_CP009859.1:2593932-2595575:-,mecA|mecA_riskaware_top1|GCF_000784925.1|NZ_CP009859.1:2593932-2595575:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=882_1 # 1 # 1644 # 1 # ID=882_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.533,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,99.63,100.0
mecA,mecA_riskaware_top1,GCF_000801165.1,NZ_CP009104.1:2593973-2595142:-,mecA|mecA_riskaware_top1|GCF_000801165.1|NZ_CP009104.1:2593973-2595142:-|gene=ydhP|product=MFS_transporter|record=891_1 # 1 # 1170 # 1 # ID=891_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.535,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000801165.1,NZ_CP009104.1:3251505-3253148:-,mecA|mecA_riskaware_top1|GCF_000801165.1|NZ_CP009104.1:3251505-3253148:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=893_1 # 1 # 1644 # 1 # ID=893_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.533,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,99.45,100.0
mecA,mecA_riskaware_top1,GCF_000801185.2,NZ_CP009106.2:3198968-3200611:-,mecA|mecA_riskaware_top1|GCF_000801185.2|NZ_CP009106.2:3198968-3200611:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=902_1 # 1 # 1644 # 1 # ID=902_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.534,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,99.82,100.0
mecA,mecA_riskaware_top1,GCF_000807395.2,NZ_CP010361.1:4660119-4662863:+,mecA|mecA_riskaware_top1|GCF_000807395.2|NZ_CP010361.1:4660119-4662863:+|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=905_1 # 1 # 2745 # 1 # ID=905_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_000807395.2,NZ_CP010361.1:814497-815891:-,mecA|mecA_riskaware_top1|GCF_000807395.2|NZ_CP010361.1:814497-815891:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=914_1 # 1 # 1395 # 1 # ID=914_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000807395.2,NZ_CP010361.1:1310027-1311463:+,mecA|mecA_riskaware_top1|GCF_000807395.2|NZ_CP010361.1:1310027-1311463:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=918_1 # 1 # 1437 # 1 # ID=918_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.570,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000807395.2,NZ_CP010361.1:3874908-3876335:+,mecA|mecA_riskaware_top1|GCF_000807395.2|NZ_CP010361.1:3874908-3876335:+|gene=nan|product=MFS_transporter|record=929_1 # 1 # 1428 # 1 # ID=929_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000807395.2,NZ_CP010361.1:4473347-4474192:-,mecA|mecA_riskaware_top1|GCF_000807395.2|NZ_CP010361.1:4473347-4474192:-|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=932_1 # 1 # 846 # 1 # ID=932_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,mtrA,3000816,macrolide antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,26.47,93.36
mecA,mecA_riskaware_top1,GCF_000814145.2,NZ_CP010371.1:2385825-2387468:-,mecA|mecA_riskaware_top1|GCF_000814145.2|NZ_CP010371.1:2385825-2387468:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=945_1 # 1 # 1644 # 1 # ID=945_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.534,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Perfect,100.0,100.0
mecA,mecA_riskaware_top1,GCF_000814305.1,NZ_CP010392.1:4639051-4641795:+,mecA|mecA_riskaware_top1|GCF_000814305.1|NZ_CP010392.1:4639051-4641795:+|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=948_1 # 1 # 2745 # 1 # ID=948_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_000814305.1,NZ_CP010392.1:813254-814648:-,mecA|mecA_riskaware_top1|GCF_000814305.1|NZ_CP010392.1:813254-814648:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=957_1 # 1 # 1395 # 1 # ID=957_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000814305.1,NZ_CP010392.1:1309862-1311298:+,mecA|mecA_riskaware_top1|GCF_000814305.1|NZ_CP010392.1:1309862-1311298:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=961_1 # 1 # 1437 # 1 # ID=961_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.570,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000814305.1,NZ_CP010392.1:3853769-3855196:+,mecA|mecA_riskaware_top1|GCF_000814305.1|NZ_CP010392.1:3853769-3855196:+|gene=nan|product=MFS_transporter|record=972_1 # 1 # 1428 # 1 # ID=972_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000814305.1,NZ_CP010392.1:4452277-4453122:-,mecA|mecA_riskaware_top1|GCF_000814305.1|NZ_CP010392.1:4452277-4453122:-|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=975_1 # 1 # 846 # 1 # ID=975_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,mtrA,3000816,macrolide antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,26.47,93.36
mecA,mecA_riskaware_top1,GCF_000968155.1,NZ_FO834906.1:4723944-4726688:+,mecA|mecA_riskaware_top1|GCF_000968155.1|NZ_FO834906.1:4723944-4726688:+|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=983_1 # 1 # 2745 # 1 # ID=983_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_000968155.1,NZ_FO834906.1:746390-747784:-,mecA|mecA_riskaware_top1|GCF_000968155.1|NZ_FO834906.1:746390-747784:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=990_1 # 1 # 1395 # 1 # ID=990_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.581,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000968155.1,NZ_FO834906.1:1146580-1148118:-,mecA|mecA_riskaware_top1|GCF_000968155.1|NZ_FO834906.1:1146580-1148118:-|gene=emrB|product=multidrug_efflux_MFS_transporter_permease_subunit_EmrB|record=993_1 # 1 # 1539 # 1 # ID=993_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.614,Klebsiella pneumoniae KpnH,3004597,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Strict,93.36,100.0
mecA,mecA_riskaware_top1,GCF_000968155.1,NZ_FO834906.1:1642458-1643885:-,mecA|mecA_riskaware_top1|GCF_000968155.1|NZ_FO834906.1:1642458-1643885:-|gene=nan|product=MFS_transporter|record=996_1 # 1 # 1428 # 1 # ID=996_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000968155.1,NZ_FO834906.1:4317109-4318545:-,mecA|mecA_riskaware_top1|GCF_000968155.1|NZ_FO834906.1:4317109-4318545:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=1006_1 # 1 # 1437 # 1 # ID=1006_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.571,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000968155.1,NZ_FO834906.1:4544370-4545215:-,mecA|mecA_riskaware_top1|GCF_000968155.1|NZ_FO834906.1:4544370-4545215:-|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=1007_1 # 1 # 846 # 1 # ID=1007_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,Escherichia coli soxS with mutation conferring antibiotic resistance,3003511,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,protein overexpression model,Loose,28.28,262.62
mecA,mecA_riskaware_top1,GCF_001022035.1,NZ_CP011578.1:4116652-4119396:-,mecA|mecA_riskaware_top1|GCF_001022035.1|NZ_CP011578.1:4116652-4119396:-|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=1015_1 # 1 # 2745 # 1 # ID=1015_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_001022035.1,NZ_CP011578.1:2100053-2101489:-,mecA|mecA_riskaware_top1|GCF_001022035.1|NZ_CP011578.1:2100053-2101489:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=1022_1 # 1 # 1437 # 1 # ID=1022_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.570,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_001022035.1,NZ_CP011578.1:2632038-2633432:+,mecA|mecA_riskaware_top1|GCF_001022035.1|NZ_CP011578.1:2632038-2633432:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=1026_1 # 1 # 1395 # 1 # ID=1026_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_001022035.1,NZ_CP011578.1:4306516-4307361:+,mecA|mecA_riskaware_top1|GCF_001022035.1|NZ_CP011578.1:4306516-4307361:+|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=1039_1 # 1 # 846 # 1 # ID=1039_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,mtrA,3000816,macrolide antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,26.47,93.36
mecA,mecA_riskaware_top1,GCF_001022035.1,NZ_CP011578.1:4904980-4906407:-,mecA|mecA_riskaware_top1|GCF_001022035.1|NZ_CP011578.1:4904980-4906407:-|gene=nan|product=MFS_transporter|record=1042_1 # 1 # 1428 # 1 # ID=1042_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_001022175.1,NZ_CP011624.1:1550786-1553530:+,mecA|mecA_riskaware_top1|GCF_001022175.1|NZ_CP011624.1:1550786-1553530:+|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=1047_1 # 1 # 2745 # 1 # ID=1047_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_001022175.1,NZ_CP011624.1:1369217-1370062:-,mecA|mecA_riskaware_top1|GCF_001022175.1|NZ_CP011624.1:1369217-1370062:-|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=1057_1 # 1 # 846 # 1 # ID=1057_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,Escherichia coli soxS with mutation conferring antibiotic resistance,3003511,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,protein overexpression model,Loose,28.28,262.62
mecA,mecA_riskaware_top1,GCF_001022175.1,NZ_CP011624.1:2995573-2996967:-,mecA|mecA_riskaware_top1|GCF_001022175.1|NZ_CP011624.1:2995573-2996967:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=1071_1 # 1 # 1395 # 1 # ID=1071_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.579,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_001022175.1,NZ_CP011624.1:3537489-3538925:+,mecA|mecA_riskaware_top1|GCF_001022175.1|NZ_CP011624.1:3537489-3538925:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=1074_1 # 1 # 1437 # 1 # ID=1074_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.571,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_001022235.1,NZ_CP011647.1:1817087-1819831:-,mecA|mecA_riskaware_top1|GCF_001022235.1|NZ_CP011647.1:1817087-1819831:-|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=1081_1 # 1 # 2745 # 1 # ID=1081_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_001022235.1,NZ_CP011647.1:327818-329212:+,mecA|mecA_riskaware_top1|GCF_001022235.1|NZ_CP011647.1:327818-329212:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=1084_1 # 1 # 1395 # 1 # ID=1084_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_001022235.1,NZ_CP011647.1:2005384-2006229:+,mecA|mecA_riskaware_top1|GCF_001022235.1|NZ_CP011647.1:2005384-2006229:+|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=1097_1 # 1 # 846 # 1 # ID=1097_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,mtrA,3000816,macrolide antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,26.47,93.36
mecA,mecA_riskaware_top1,GCF_001022235.1,NZ_CP011647.1:2604627-2606054:-,mecA|mecA_riskaware_top1|GCF_001022235.1|NZ_CP011647.1:2604627-2606054:-|gene=nan|product=MFS_transporter|record=1100_1 # 1 # 1428 # 1 # ID=1100_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_001022235.1,NZ_CP011647.1:5196856-5198292:-,mecA|mecA_riskaware_top1|GCF_001022235.1|NZ_CP011647.1:5196856-5198292:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=1111_1 # 1 # 1437 # 1 # ID=1111_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.570,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
